            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
     0.0330753     0.0330753   1.39028e-18             0   1.62328e-18   1.93287e-36     0.0112642             0      0.968111      0.113247     -0.854863      0.273777
     0.0330753     0.0330753   1.39028e-18             0   1.62328e-18   1.93287e-36     0.0112642             0      0.968111      0.113247     -0.854863      0.273777
     0.0330753     0.0330753   1.39028e-18             0   1.62328e-18   1.93287e-36     0.0112642             0      0.968111      0.113247     -0.854863      0.273777
     0.0330752     0.0330752   4.17084e-18             0   4.86984e-18   1.73959e-35     0.0112642             0      0.968107      0.113247      -0.85486      0.273775
     0.0330746     0.0330746   6.95141e-19             0   8.11642e-19   4.83221e-37      0.011264             0      0.968089      0.113245     -0.854844      0.273764
     0.0330753     0.0330753   1.39028e-18             0   1.62328e-18   1.93287e-36     0.0112642             0      0.968111      0.113247     -0.854863      0.273777
     0.0330753     0.0330753   1.39028e-18             0   1.62328e-18   1.93287e-36     0.0112642             0      0.968111      0.113247     -0.854863      0.273777
     0.0330751     0.0330751   2.78054e-18             0   3.24653e-18    7.7314e-36     0.0112642             0      0.968106      0.113247     -0.854859      0.273774
     0.0330742     0.0330742   2.78081e-18             0   3.24692e-18   7.73293e-36     0.0112638             0      0.968077      0.113243     -0.854833      0.273758
    0.00330753    0.00330753   8.68924e-20             0   1.01455e-19   7.55029e-39    0.00112642             0     0.0968111     0.0113247    -0.0854863    0.00273777
    0.00330736    0.00330736   4.37812e-19             0   4.97697e-19   1.91679e-37    0.00112637             0     0.0968062     0.0113242     -0.085482    0.00273749
     0.0033065     0.0033065   2.58882e-19             0   3.01952e-19   6.70201e-38    0.00112607             0     0.0967809     0.0113212    -0.0854597    0.00273606
     0.0033057     0.0033057   1.72142e-19             0   2.00737e-19    2.9633e-38     0.0011258             0     0.0967575     0.0113185     -0.085439    0.00273474
   0.000330753   0.000330753   2.17231e-20             0   2.53637e-20   4.71893e-40   0.000112642             0    0.00968111    0.00113247   -0.00854863   2.73777e-05
     0.0003306     0.0003306   3.47824e-20             0   3.97098e-20   1.20982e-39    0.00011259             0    0.00967663    0.00113195   -0.00854468   2.73524e-05
   0.000330203   0.000330203   2.23588e-20             0   2.63551e-20   4.99915e-40   0.000112455             0    0.00966501    0.00113059   -0.00853442   2.72867e-05
   0.000330753   0.000330753   2.17231e-20             0   2.53637e-20   4.71893e-40   0.000112642             0    0.00968111    0.00113247   -0.00854863   2.73777e-05
   0.000330592   0.000330592   2.17263e-20             0   2.53682e-20   4.72031e-40   0.000112587             0    0.00967638    0.00113192   -0.00854446    2.7351e-05
   0.000329769   0.000329769   4.52525e-20             0   5.07907e-20   2.04779e-39   0.000112307             0    0.00965229     0.0011291   -0.00852319   2.72149e-05
   0.000328994   0.000328994   1.51765e-20   6.01799e-55   2.27631e-20   2.30326e-40   0.000112043             0    0.00962962    0.00112645   -0.00850316   2.70872e-05
   3.30753e-06   3.30753e-06   8.48559e-23             0   9.90771e-23   7.20052e-45   1.12642e-06             0   9.68111e-05   1.13247e-05  -8.54863e-05   2.73777e-09
   3.22427e-06   3.22427e-06   2.55216e-22             0   2.98148e-22   6.51354e-44   1.09807e-06             0    9.4374e-05   1.10397e-05  -8.33343e-05   2.60166e-09
   3.11325e-06   3.11325e-06   3.74911e-22             0    4.2324e-22   1.40558e-43   1.06026e-06             0   9.11246e-05   1.06596e-05   -8.0465e-05   2.42559e-09
   3.11283e-06   3.11283e-06   1.66331e-22             0   1.94014e-22   2.76659e-44   1.06011e-06             0   9.11121e-05   1.06581e-05   -8.0454e-05   2.42492e-09
   3.11282e-06   3.11282e-06   1.08124e-23             0    2.0459e-23   1.16907e-46   1.06011e-06             0   9.11119e-05   1.06581e-05  -8.04539e-05   2.42492e-09
             0             0             0             0             0             0             0             0             0             0            -0             0
   3.30753e-07   3.30753e-07    1.0607e-23             0   1.23846e-23   1.12508e-46   1.12642e-07             0   9.68111e-06   1.13247e-06  -8.54863e-06   2.73777e-11
   3.30347e-07   3.30347e-07   2.12179e-23             0   2.47747e-23   4.50198e-46   1.12504e-07             0   9.66924e-06   1.13109e-06  -8.53815e-06   2.73106e-11
   3.30344e-07   3.30344e-07   3.18249e-23             0   3.71595e-23   1.01283e-45   1.12503e-07             0   9.66914e-06   1.13108e-06  -8.53807e-06     2.731e-11
      0.207647      0.207647   1.11222e-17             0   1.29862e-17   1.23704e-34     0.0707167             0        6.0778      0.710967      -5.36683       10.7904
      0.207647      0.207647   1.66839e-17             0   1.94802e-17   2.78353e-34     0.0707167             0       6.07779      0.710967      -5.36683       10.7904
      0.207645      0.207645   2.36128e-20             0   4.46798e-20   5.57564e-40     0.0707163             0       6.07776      0.710963       -5.3668       10.7903
      0.207638      0.207638   1.66734e-17             0   1.94656e-17   2.78004e-34     0.0707138             0       6.07754      0.710938      -5.36661       10.7895
      0.207647      0.207647   1.11222e-17             0   1.29862e-17   1.23704e-34     0.0707167             0        6.0778      0.710967      -5.36683       10.7904
      0.207959      0.207959   5.47025e-18             0   6.37855e-18   2.99236e-35     0.0708231             0       6.08694      0.712036       -5.3749       10.8229
      0.207946      0.207946   2.39181e-19   2.00985e-50   4.52576e-19   5.72078e-38     0.0708186             0       6.08655      0.711991      -5.37456       10.8215
      0.207946      0.207946   1.67129e-17   6.69196e-55   1.95209e-17    2.7932e-34     0.0708186             0       6.08655      0.711991      -5.37456       10.8215
