      #(P)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
0.410199      0.274287      0.274287   4.95401e-19   5.41929e-57    9.3739e-19   2.45422e-37     0.0934118             0       8.02834      0.939137       -7.0892       18.8277
0.411469      0.274623      0.274623   1.12843e-17   1.36484e-41   1.32271e-17   1.27335e-34     0.0935263             0       8.03818      0.940289      -7.09789       18.8739
0.412736      0.274957      0.274957   1.11786e-17   6.98411e-51   1.30669e-17   1.24962e-34     0.0936403             0       8.04798      0.941435      -7.10654       18.9199
0.413998      0.275291      0.275291   2.22644e-17   6.25286e-57   2.60005e-17   4.95704e-34     0.0937537             0       8.05773      0.942575      -7.11515       18.9658
0.415257      0.275622      0.275622   1.37382e-17   6.25425e-57   1.80469e-17   1.88739e-34     0.0938666             0       8.06743      0.943711      -7.12372       19.0115
0.416512      0.275952      0.275952   1.83842e-18   9.94792e-42   3.47863e-18   3.37979e-36     0.0939791             0       8.07709      0.944841      -7.13225       19.0571
0.417764      0.276281      0.276281    3.5681e-17   7.21568e-51   4.07105e-17   1.27314e-33      0.094091             0       8.08671      0.945966      -7.14075       19.1025
0.419011      0.276608      0.276608   1.11705e-17   6.89119e-57   1.30551e-17    1.2478e-34     0.0942024             0       8.09629      0.947086       -7.1492       19.1478
0.420256      0.276934      0.276934   1.04306e-18   6.89235e-57   1.97367e-18   1.08798e-36     0.0943133             0       8.10582      0.948201      -7.15762       19.1929
0.421496      0.277258      0.277258   3.54679e-17   6.89235e-57   4.05774e-17   1.25797e-33     0.0944237             0       8.11531      0.949311      -7.16599       19.2378
0.422733      0.277581      0.277581   9.61162e-18   6.89235e-57   2.19289e-17   9.23832e-35     0.0945336             0       8.12475      0.950416      -7.17434       19.2826
0.423966      0.277902      0.277902    1.0917e-17   1.93018e-41   1.27318e-17    1.1918e-34      0.094643             0       8.13416      0.951516      -7.18264       19.3273
0.425196      0.278222      0.278222   2.51173e-17   5.09021e-50   3.05333e-17   6.30876e-34      0.094752             0       8.14352      0.952611      -7.19091       19.3718
0.426422       0.27854       0.27854   1.13259e-17   7.95816e-57   1.32931e-17   1.28276e-34     0.0948604             0       8.15284      0.953702      -7.19914       19.4162
0.427645      0.278857      0.278857   2.20003e-17   3.84301e-41   2.56526e-17   4.84013e-34     0.0949684             0       8.16213      0.954788      -7.20734       19.4605
0.428864      0.279173      0.279173   2.22429e-17   2.02289e-41   2.59703e-17   4.94747e-34      0.095076             0       8.17137      0.955869       -7.2155       19.5046
 0.43008      0.279488      0.279488   1.11217e-17   2.70559e-51   1.29855e-17   1.23692e-34     0.0951831             0       8.18057      0.956946      -7.22363       19.5485
0.431293      0.279801      0.279801   2.51968e-17   4.82545e-42   3.05425e-17    6.3488e-34     0.0952897             0       8.18974      0.958018      -7.23172       19.5923
0.432502      0.280112      0.280112   1.10568e-17   3.64148e-49   1.28977e-17   1.22252e-34     0.0953959             0       8.19886      0.959085      -7.23978        19.636
0.433708      0.280423      0.280423   3.30733e-17    9.6509e-42   3.85689e-17   1.09384e-33     0.0955016             0       8.20795      0.960148       -7.2478       19.6796
 0.43491      0.280732      0.280732   2.26628e-19    1.7974e-50   4.28821e-19     5.136e-38     0.0956069             0         8.217      0.961207      -7.25579        19.723
0.436109       0.28104       0.28104   2.34689e-17   1.18434e-56   2.80022e-17   5.50789e-34     0.0957117             0       8.22601      0.962261      -7.26375       19.7663
0.437305      0.281346      0.281346   2.19754e-17   1.18443e-56   2.56226e-17   4.82918e-34     0.0958161             0       8.23498       0.96331      -7.27167       19.8094
