      #(P)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
-0.0124871     0.0318279             0             0     0.0318279     0.0314044    0.00101301             0    0.00376856     0.0452227      0.033917    -0.0113057     0.0221125
-0.0124826      0.031848             0             0      0.031848     0.0314237    0.00101429             0    0.00377313     0.0452776     0.0339582    -0.0113194     0.0221405
-0.0124743     0.0318837             0             0     0.0318837      0.031458    0.00101657             0    0.00378124     0.0453749     0.0340312    -0.0113437     0.0221902
-0.0124697     0.0319037             0             0     0.0319037     0.0314773    0.00101785             0    0.00378583     0.0454299     0.0340725    -0.0113575      0.022218
-0.0124613     0.0319418             0             0     0.0319418     0.0315139    0.00102028             0    0.00379461     0.0455353     0.0341515    -0.0113838     0.0222712
-0.0124566     0.0319636             0             0     0.0319636     0.0315349    0.00102167             0    0.00379966      0.045596      0.034197     -0.011399     0.0223016
-0.0124478     0.0320055             0             0     0.0320055     0.0315751    0.00102435             0    0.00380945     0.0457134      0.034285    -0.0114283     0.0223601
-0.012443     0.0320296             0             0     0.0320296     0.0315982    0.00102589             0    0.00381512     0.0457814     0.0343361    -0.0114454     0.0223938
-0.012434      0.032074             0             0      0.032074     0.0316409    0.00102874             0    0.00382556     0.0459067       0.03443    -0.0114767     0.0224561
-0.012429     0.0321032             0             0     0.0321032     0.0316688    0.00103061             0    0.00383263     0.0459916     0.0344937    -0.0114979     0.0224969
-0.0124249     0.0321259             0             0     0.0321259     0.0316906    0.00103207             0    0.00383809      0.046057     0.0345428    -0.0115143     0.0225288
-0.012421     0.0321458             0             0     0.0321458     0.0317097    0.00103335             0    0.00384295     0.0461154     0.0345866    -0.0115289     0.0225567
-0.0124175     0.0321679             0             0     0.0321679     0.0317309    0.00103477             0    0.00384835     0.0461802     0.0346352    -0.0115451     0.0225878
-0.0124144     0.0321849             0             0     0.0321849     0.0317471    0.00103586             0    0.00385246     0.0462295     0.0346721    -0.0115574     0.0226116
-0.0124116     0.0322035             0             0     0.0322035     0.0317649    0.00103707             0    0.00385717     0.0462861     0.0347146    -0.0115715     0.0226379
-0.0124089     0.0322222             0             0     0.0322222     0.0317829    0.00103827             0    0.00386171     0.0463405     0.0347554    -0.0115851     0.0226642
-0.0124063     0.0322428             0             0     0.0322428     0.0318026     0.0010396             0    0.00386674     0.0464009     0.0348006    -0.0116002     0.0226932
-0.0124038     0.0322614             0             0     0.0322614     0.0318204     0.0010408             0    0.00387137     0.0464564     0.0348423    -0.0116141     0.0227194
-0.0123972     0.0326134             0             0     0.0326134     0.0321552    0.00106363             0    0.00396671     0.0476005     0.0357004    -0.0119001     0.0232184
-0.012384     0.0327383             0             0     0.0327383     0.0322744    0.00107179             0    0.00399916     0.0479899     0.0359924    -0.0119975     0.0233968
-0.0123804     0.0326807             0             0     0.0326807     0.0322198    0.00106803             0    0.00398258      0.047791     0.0358432    -0.0119477     0.0233145
-0.0123785     0.0326405             0             0     0.0326405     0.0321817     0.0010654             0    0.00397125      0.047655     0.0357413    -0.0119138     0.0232571
-0.0123787     0.0325929             0             0     0.0325929     0.0321365     0.0010623             0    0.00395805     0.0474966     0.0356225    -0.0118742     0.0231891
-0.0123794     0.0325511             0             0     0.0325511     0.0320968    0.00105958             0     0.0039467     0.0473604     0.0355203    -0.0118401     0.0231297
-0.0123821     0.0326266             0             0     0.0326266     0.0321684     0.0010645             0    0.00396795     0.0476154     0.0357116    -0.0119039     0.0232373
-0.0123911     0.0328153             0             0     0.0328153     0.0323473    0.00107685             0    0.00402162     0.0482594     0.0361945    -0.0120648     0.0235073
-0.0124024     0.0328849             0             0     0.0328849     0.0324129    0.00108142             0    0.00404275      0.048513     0.0363848    -0.0121283     0.0236072
-0.0124122     0.0329383             0             0     0.0329383     0.0324632    0.00108493             0     0.0040589     0.0487068     0.0365301    -0.0121767      0.023684
-0.0124249     0.0329915             0             0     0.0329915     0.0325134    0.00108844             0    0.00407552     0.0489062     0.0366796    -0.0122265     0.0237608
-0.0124401     0.0330453             0             0     0.0330453     0.0325637    0.00109199             0    0.00409315     0.0491178     0.0368384    -0.0122795     0.0238384
-0.0124555     0.0330936             0             0     0.0330936     0.0326091    0.00109519             0    0.00410865     0.0493038     0.0369779     -0.012326     0.0239084
-0.0124712     0.0331363             0             0     0.0331363      0.032649    0.00109801             0    0.00412297     0.0494756     0.0371067    -0.0123689     0.0239702
-0.0124869     0.0331741             0             0     0.0331741     0.0326843    0.00110052             0    0.00413589     0.0496307      0.037223    -0.0124077     0.0240251
-0.0125027     0.0332093             0             0     0.0332093     0.0327171    0.00110286             0    0.00414807     0.0497768     0.0373326    -0.0124442     0.0240762
-0.0125184     0.0332414             0             0     0.0332414      0.032747    0.00110499             0    0.00415954     0.0499145     0.0374358    -0.0124786     0.0241229
-0.012534     0.0332713             0             0     0.0332713     0.0327747    0.00110698             0     0.0041702     0.0500424     0.0375318    -0.0125106     0.0241663
-0.0125496     0.0332992             0             0     0.0332992     0.0328007    0.00110884             0    0.00418035     0.0501642     0.0376231     -0.012541     0.0242071
-0.0125651     0.0333265             0             0     0.0333265      0.032826    0.00111065             0    0.00419018     0.0502822     0.0377117    -0.0125706     0.0242469
-0.0125806     0.0333515             0             0     0.0333515     0.0328492    0.00111233             0    0.00419943     0.0503932     0.0377949    -0.0125983     0.0242834
-0.0125961     0.0333759             0             0     0.0333759     0.0328718    0.00111395             0    0.00420841     0.0505009     0.0378757    -0.0126252      0.024319
-0.0126116     0.0333991             0             0     0.0333991     0.0328932     0.0011155             0    0.00421713     0.0506056     0.0379542    -0.0126514     0.0243529
-0.0126271      0.033421             0             0      0.033421     0.0329134    0.00111696             0    0.00422547     0.0507056     0.0380292    -0.0126764     0.0243849
-0.0126425     0.0334423             0             0     0.0334423     0.0329331    0.00111838             0    0.00423356     0.0508027      0.038102    -0.0127007     0.0244161
-0.0126579      0.033463             0             0      0.033463     0.0329522    0.00111977             0    0.00424151     0.0508982     0.0381736    -0.0127245     0.0244465
-0.0126733     0.0334831             0             0     0.0334831     0.0329708    0.00112112             0    0.00424924     0.0509909     0.0382431    -0.0127477      0.024476
-0.0126886     0.0335023             0             0     0.0335023     0.0329884     0.0011224             0    0.00425669     0.0510803     0.0383102    -0.0127701     0.0245041
-0.012704      0.033521             0             0      0.033521     0.0330056    0.00112366             0    0.00426404     0.0511685     0.0383764    -0.0127921     0.0245315
-0.0127193     0.0335395             0             0     0.0335395     0.0330226     0.0011249             0    0.00427127     0.0512553     0.0384414    -0.0128138     0.0245586
-0.0127346     0.0335571             0             0     0.0335571     0.0330388    0.00112608             0    0.00427826     0.0513392     0.0385044    -0.0128348     0.0245845
